Device,Time,PH,ORP,Salinity,Temperature,Flow status
Device 03,2024-01-23 19:23:49,7.4,544,5621,28,1
Device 03,2024-01-23 19:34:42,7.4,541,5609,28,1
Device 03,2024-01-23 19:53:50,7.4,541,5605,28,1
Device 03,2024-01-23 20:18:55,7.4,557,5631,28,1
Device 03,2024-01-23 20:23:50,7.4,561,5647,28,1
Device 03,2024-01-23 20:38:01,7.4,573,5655,28,1
Device 03,2024-01-23 20:53:50,7.15,559,5418,28,1
Device 03,2024-01-23 20:53:50,7.4,580,5657,28,1
Device 03,2024-01-23 21:01:08,7.4,589,5654,28,1
Device 03,2024-01-23 21:19:16,7.4,605,5656,28,1
Device 03,2024-01-23 21:23:50,7.4,610,5655,28,1
Device 03,2024-01-23 21:28:19,7.4,625,5653,28,1
Device 03,2024-01-23 21:32:20,7.4,644,5661,28,1
Device 03,2024-01-23 21:35:22,7.3,661,5655,28,1
Device 03,2024-01-23 21:42:24,7.4,677,5658,28,1
Device 03,2024-01-24 08:33:17,7.3,647,5703,24,1
Device 03,2024-01-24 08:34:18,7.4,663,5704,25,1
Device 03,2024-01-24 08:35:19,7.4,687,5702,25,1
Device 03,2024-01-24 10:10:04,7.4,687,5700,25,1
Device 03,2024-01-24 10:18:08,7.4,670,5710,25,1
Device 03,2024-01-24 10:23:54,7.4,659,5706,25,1
Device 03,2024-01-24 10:27:12,7.4,654,5709,25,1
Device 03,2024-01-24 10:37:17,7.4,638,5705,25,1
Device 03,2024-01-24 10:49:23,7.4,621,5704,25,1
Device 03,2024-01-24 10:53:54,7.4,616,5704,25,1
Device 03,2024-01-24 11:04:30,7.4,605,5709,25,1
Device 03,2024-01-24 11:12:34,7.4,598,5878,25,1
Device 03,2024-01-24 11:13:35,7.4,598,5705,25,1
Device 03,2024-01-24 11:23:54,7.4,593,5703,25,1
Device 03,2024-01-24 11:53:54,7.4,585,5722,25,1
Device 03,2024-01-24 12:14:05,7.4,582,5730,25,1
Device 03,2024-01-24 12:23:54,7.4,582,5710,25,1
Device 03,2024-01-24 12:53:54,7.4,580,5701,25,1
Device 03,2024-01-24 13:23:55,7.4,576,5708,25,1
Device 03,2024-01-24 13:51:53,7.4,566,5661,25,1
Device 03,2024-01-24 13:53:55,7.4,564,5650,26,1
Device 03,2024-01-24 14:23:55,7.4,561,5670,26,1
Device 03,2024-01-24 14:53:55,7.4,571,5688,26,1
Device 03,2024-01-24 15:23:55,7.4,574,5680,26,1
Device 03,2024-01-24 15:53:55,7.4,576,5673,27,1
Device 03,2024-01-24 16:23:55,7.4,577,5681,27,1
Device 03,2024-01-24 16:53:55,7.4,577,5688,27,1
Device 03,2024-01-24 17:23:56,7.4,574,5667,27,1
Device 03,2024-01-24 17:53:56,7.4,575,5674,27,1
Device 03,2024-01-24 18:23:56,7.4,574,5678,27,1
Device 03,2024-01-24 18:30:45,7.4,570,5672,27,1
Device 03,2024-01-24 18:53:56,7.4,561,5663,27,1
Device 03,2024-01-24 19:23:56,7.4,557,5649,28,1
Device 03,2024-01-24 19:30:03,7.4,555,5667,28,1
Device 03,2024-01-24 19:53:56,7.4,552,5636,28,1
Device 03,2024-01-24 20:23:57,7.4,571,5671,28,1
Device 03,2024-01-24 20:24:19,7.4,572,5672,27,1
Device 03,2024-01-24 20:39:57,7.4,572,5672,27,1
Device 03,2024-01-25 08:21:47,7.3,627,5739,23,1
Device 03,2024-01-25 08:23:49,7.4,645,5736,24,1
Device 03,2024-01-25 08:24:00,7.5,648,5737,25,1
Device 03,2024-01-25 08:25:50,7.5,670,5734,25,1
Device 03,2024-01-25 10:21:40,7.5,673,5737,24,1
Device 03,2024-01-25 10:24:00,7.2,647,5491,24,1
Device 03,2024-01-25 10:24:00,7.5,668,5744,24,1
Device 03,2024-01-25 10:31:43,7.5,656,5744,24,1
Device 03,2024-01-25 10:40:46,7.5,640,5747,24,1
Device 03,2024-01-25 10:51:50,7.5,624,5750,24,1
Device 03,2024-01-25 10:54:00,7.5,621,5742,24,1
Device 03,2024-01-25 11:05:55,7.5,608,5743,24,1
Device 03,2024-01-25 11:24:00,7.21,574,5491,24,1
Device 03,2024-01-25 11:24:00,7.5,595,5753,24,1
Device 03,2024-01-25 11:31:03,7.5,592,5753,24,1
Device 03,2024-01-25 11:54:00,7.5,589,5745,24,1
Device 03,2024-01-25 12:24:01,7.5,586,5747,24,1
Device 03,2024-01-25 12:54:01,7.5,584,5733,24,1
Device 03,2024-01-25 13:24:01,7.5,580,5727,25,1
Device 03,2024-01-25 13:48:45,7.5,576,5704,25,1
Device 03,2024-01-25 13:54:01,7.2,548,5450,25,1
Device 03,2024-01-25 13:54:01,7.5,569,5698,25,1
Device 03,2024-01-25 14:24:01,7.18,545,5601,25,1
Device 03,2024-01-25 14:24:01,7.5,566,5809,25,1
Device 03,2024-01-25 14:54:01,7.18,556,5469,25,1
Device 03,2024-01-25 14:54:01,7.5,577,5711,26,1
Device 03,2024-01-25 15:24:01,7.18,560,5481,26,1
Device 03,2024-01-25 15:24:02,7.5,581,5718,26,1
Device 03,2024-01-25 15:54:01,7.2,561,5467,26,1
Device 03,2024-01-25 15:54:02,7.5,582,5717,26,1
Device 03,2024-01-25 16:24:01,7.2,563,5460,26,1
Device 03,2024-01-25 16:24:02,7.5,584,5711,26,1
Device 03,2024-01-25 16:54:02,7.21,563,5483,26,1
Device 03,2024-01-25 16:54:02,7.5,584,5724,26,1
Device 03,2024-01-25 16:54:11,7.5,584,5720,26,1
Device 03,2024-01-25 17:24:02,7.21,560,5455,26,1
Device 03,2024-01-25 17:24:02,7.5,581,5702,27,1
Device 03,2024-01-25 17:54:02,7.21,562,5457,27,1
Device 03,2024-01-25 17:54:02,7.5,583,5707,27,1
Device 03,2024-01-25 18:24:02,7.21,562,5448,27,1
Device 03,2024-01-25 18:24:02,7.5,583,5707,27,1
Device 03,2024-01-25 18:54:02,7.22,551,5440,27,1
Device 03,2024-01-25 18:54:02,7.5,571,5692,27,1
Device 03,2024-01-25 19:00:49,7.5,568,5686,27,1
Device 03,2024-01-25 19:21:54,7.5,477,5688,27,1
Device 03,2024-01-25 19:23:55,7.5,495,5685,27,1
Device 03,2024-01-25 19:26:56,7.5,512,5682,27,1
Device 03,2024-01-25 19:31:58,7.5,529,5696,27,1
Device 03,2024-01-25 19:42:02,7.5,545,5682,27,1
Device 03,2024-01-25 19:50:54,7.5,553,5674,27,1
Device 03,2024-01-25 20:07:14,7.5,561,5682,27,1
Device 03,2024-01-25 20:18:20,7.5,571,5749,27,1
Device 03,2024-01-25 20:20:54,7.5,575,5707,27,1
Device 03,2024-01-25 20:29:25,7.5,587,5718,27,1
Device 03,2024-01-25 20:50:36,7.5,603,5719,27,1
Device 03,2024-01-25 20:50:54,7.5,603,5733,27,1
Device 03,2024-01-25 21:14:44,7.5,618,5727,27,1
Device 03,2024-01-25 21:20:54,7.25,601,5479,27,1
Device 03,2024-01-25 21:20:54,7.5,622,5718,27,1
Device 03,2024-01-25 21:40:51,7.5,635,5722,27,1
Device 03,2024-01-25 21:50:54,7.5,644,5729,27,1
Device 03,2024-01-25 21:57:57,7.5,651,5727,27,1
Device 03,2024-01-25 22:20:54,7.26,658,5478,26,1
Device 03,2024-01-26 16:51:00,7.23,555,5500,30,1
Device 03,2024-01-26 17:51:00,7.5,579,5672,26,1
Device 03,2024-01-26 18:21:00,7.5,582,5636,26,1
Device 03,2024-01-26 20:51:01,7.29,573,5332,27,1
Device 03,2024-01-27 10:29:30,7.4,655,5629,23,1
Device 03,2024-01-26 15:45:54,7.3,528,4906,30,1
Device 03,2024-01-26 15:46:55,7.4,528,5749,25,1
Device 03,2024-01-26 15:51:00,7.5,537,5756,25,1
Device 03,2024-01-26 15:54:58,7.5,543,5756,25,1
Device 03,2024-01-26 16:10:03,7.5,559,5753,25,1
Device 03,2024-01-26 16:21:00,7.5,567,5752,25,1
Device 03,2024-01-26 16:43:13,7.5,575,5744,26,1
Device 03,2024-01-26 16:51:00,7.5,576,5752,26,1
Device 03,2024-01-26 17:21:00,7.5,577,5705,26,1
Device 03,2024-01-26 18:07:46,7.5,582,5641,26,1
Device 03,2024-01-26 19:21:01,7.26,537,5301,27,1
Device 03,2024-01-26 20:21:01,7.26,542,5325,27,1
Device 03,2024-01-26 21:21:01,7.31,591,5334,26,1
Device 03,2024-01-26 21:51:01,7.32,609,5344,26,1
Device 03,2024-01-27 10:30:31,7.5,636,5625,19,1
Device 03,2024-01-27 10:51:05,7.32,608,5373,24,1
Device 03,2024-01-27 11:51:05,7.32,569,5385,24,1
Device 03,2024-01-27 12:21:05,7.32,565,5383,24,1
Device 03,2024-01-27 19:21:07,7.29,544,5312,27,1
Device 03,2024-01-27 21:51:09,7.36,607,5348,27,1
Device 03,2024-01-28 09:34:42,7.5,650,5637,24,1
Device 03,2024-01-28 12:21:12,7.38,572,5391,25,1
Device 03,2024-01-28 16:21:13,7.36,577,5377,26,1
Device 03,2024-01-30 14:20:07,7.2,615,4486,32,1
Device 03,2024-01-30 14:23:10,7.4,545,5654,25,1
Device 03,2024-01-30 14:43:17,7.5,551,5672,25,1
Device 03,2024-01-30 14:51:25,7.5,552,5668,25,1
Device 03,2024-01-30 15:21:25,7.5,558,5673,25,1
Device 03,2024-01-30 15:51:25,7.26,539,5423,25,1
Device 03,2024-01-30 18:21:26,7.28,544,5425,27,1
Device 03,2024-01-30 19:51:26,7.26,524,5373,27,1
Device 03,2024-01-30 20:51:26,7.31,549,5423,27,1
Device 03,2024-01-30 21:21:26,7.32,555,5437,27,1
Device 03,2024-01-30 23:21:27,7.37,605,5443,27,1
Device 03,2024-01-31 00:51:27,7.38,630,5442,26,1
Device 03,2024-01-31 01:21:28,7.38,635,5442,26,1
Device 03,2024-01-31 03:21:28,7.39,645,5447,26,1
Device 03,2024-01-31 04:51:29,7.4,645,5445,26,1
Device 03,2024-01-31 05:51:29,7.4,646,5444,26,1
Device 03,2024-01-31 06:21:29,7.41,645,5445,25,1
Device 03,2024-01-31 07:51:30,7.41,643,5450,25,1
Device 03,2024-01-30 14:21:08,7.2,561,5125,32,1
Device 03,2024-01-30 14:21:25,7.3,556,5024,25,1
Device 03,2024-01-30 14:22:09,7.4,549,5866,25,1
Device 03,2024-01-30 14:42:17,7.5,551,5948,25,1
Device 03,2024-01-30 14:51:25,7.19,531,5422,25,1
Device 03,2024-01-30 15:21:25,7.22,537,5430,25,1
Device 03,2024-01-30 16:21:25,7.26,540,5428,26,1
Device 03,2024-01-30 17:21:25,7.26,540,5416,26,1
Device 03,2024-01-30 17:51:26,7.28,542,5424,26,1
Device 03,2024-01-31 02:21:28,7.39,641,5444,26,1
Device 03,2024-01-31 02:51:28,7.39,643,5438,26,1
Device 03,2024-01-31 07:21:29,7.41,643,5450,25,1
Device 03,2024-01-31 21:06:52,7.3,576,4516,31,1
Device 03,2024-01-31 21:07:53,7.5,564,5644,31,1
Device 03,2024-01-31 22:21:33,7.31,557,5441,28,1
Device 03,2024-01-31 23:21:34,7.32,566,5446,28,1
Device 03,2024-02-01 00:21:34,7.35,581,5521,27,1
Device 03,2024-02-01 01:51:34,7.37,594,5450,27,1
Device 03,2024-02-01 03:21:35,7.37,593,5449,27,1
Device 03,2024-02-01 03:51:35,7.37,592,5447,27,1
Device 03,2024-02-01 04:21:35,7.38,591,5446,27,1
Device 03,2024-02-01 05:21:35,7.38,590,5457,27,1
Device 03,2024-02-01 05:51:35,7.38,588,5450,27,1
Device 03,2024-02-01 06:21:35,7.38,587,5448,27,1
Device 03,2024-02-01 06:51:35,7.38,586,5450,27,1
Device 03,2024-02-03 09:50:41,7.3,486,5355,25,1
Device 03,2024-02-03 12:30:01,7.3,456,5542,27,1
Device 03,2024-02-03 14:00:01,7.29,482,5523,28,1
Device 03,2024-02-03 17:00:02,7.32,522,5478,29,1
Device 03,2024-02-03 19:00:03,7.33,530,5318,29,1
Device 03,2024-02-03 19:30:03,7.33,516,5288,29,1
Device 03,2024-02-03 20:00:03,7.35,515,5265,29,1
Device 03,2024-02-03 20:30:03,7.34,522,5298,29,1
Device 03,2024-02-04 10:48:40,7.5,628,4902,23,1
Device 03,2024-02-04 11:00:07,7.4,550,5378,25,1
Device 03,2024-02-04 12:56:16,7.4,528,5384,25,1
Device 03,2024-02-04 13:26:17,7.39,529,5355,26,1
Device 03,2024-02-04 13:56:17,7.37,524,5347,26,1
Device 03,2024-02-04 14:56:17,7.36,527,5350,26,1
Device 03,2024-02-04 15:26:17,7.37,534,5348,26,1
Device 03,2024-02-04 15:56:17,7.37,536,5357,27,1
Device 03,2024-02-04 17:26:17,7.39,540,5342,27,1
Device 03,2024-02-04 17:56:18,7.39,541,5368,27,1
Device 03,2024-02-04 18:26:18,7.4,544,5341,27,1
Device 03,2024-02-04 23:26:19,7.5,597,5366,26,1
Device 03,2024-02-05 01:26:20,7.5,623,5377,26,1
Device 03,2024-02-05 03:56:21,7.51,636,5390,25,1
Device 03,2024-02-05 04:26:21,7.52,637,5387,25,1
Device 03,2024-02-05 05:56:21,7.52,638,5392,25,1
Device 03,2024-02-05 06:56:21,7.53,639,5404,25,1
Device 03,2024-02-05 07:56:22,7.53,639,5400,24,1
Device 03,2024-02-04 14:26:17,7.37,521,5355,26,1
Device 03,2024-02-04 16:26:17,7.38,539,5347,27,1
Device 03,2024-02-04 18:56:18,7.4,539,5355,27,1
Device 03,2024-02-04 19:56:18,7.38,521,5322,28,1
Device 03,2024-02-04 20:26:19,7.4,528,5330,28,1
Device 03,2024-02-04 20:56:19,7.46,548,5359,27,1
Device 03,2024-02-04 21:26:19,7.46,557,5370,27,1
Device 03,2024-02-04 21:56:19,7.48,565,5375,27,1
Device 03,2024-02-04 22:26:19,7.49,574,5379,27,1
Device 03,2024-02-04 23:56:19,7.5,606,5373,26,1
Device 03,2024-02-05 00:26:19,7.5,613,5378,26,1
Device 03,2024-02-05 00:56:20,7.51,618,5378,26,1
Device 03,2024-02-05 01:56:20,7.51,626,5373,26,1
Device 03,2024-02-05 02:56:20,7.51,632,5383,26,1
Device 03,2024-02-05 03:26:20,7.51,634,5384,25,1
Device 03,2024-02-05 06:26:21,7.52,639,5394,25,1
Device 03,2024-02-05 18:14:41,7.4,648,4814,26,1
Device 03,2024-02-05 18:15:42,7.5,625,5622,25,1
Device 03,2024-02-05 18:17:43,7.5,610,5619,26,1
Device 03,2024-02-05 18:26:25,7.23,575,5385,26,1
Device 03,2024-02-05 18:26:26,7.5,596,5643,26,1
Device 03,2024-02-05 18:31:48,7.5,593,5635,26,1
Device 03,2024-02-05 18:32:49,7.5,593,5836,26,1
Device 03,2024-02-05 18:33:51,7.5,594,5644,26,1
Device 03,2024-02-05 18:56:26,7.4,592,5643,26,1
Device 03,2024-02-05 19:19:03,7.4,578,5632,26,1
Device 03,2024-02-05 19:26:26,7.3,573,5620,27,1
Device 03,2024-02-05 19:56:26,7.3,565,5621,27,1
Device 03,2024-02-05 20:26:26,7.4,569,5621,27,1
Device 03,2024-02-05 20:56:27,7.4,587,5667,27,1
Device 03,2024-02-05 21:13:51,7.4,594,5654,26,1
Device 03,2024-02-05 21:26:27,7.4,598,5659,26,1
Device 03,2024-02-05 21:46:10,7.4,598,5659,26,1
Device 03,2024-02-06 08:00:43,7.4,603,5760,24,1
Device 03,2024-02-06 08:21:50,7.4,620,5751,24,1
Device 03,2024-02-06 08:26:30,7.4,627,5747,24,1
Device 03,2024-02-06 08:32:54,7.4,637,5750,24,1
Device 03,2024-02-06 08:48:59,7.4,653,5743,24,1
Device 03,2024-02-06 08:56:30,7.4,657,5749,24,1
Device 03,2024-02-06 09:26:30,7.3,654,5748,24,1
Device 03,2024-02-06 09:45:17,7.3,637,5752,24,1
Device 03,2024-02-06 09:56:30,7.3,625,5746,23,1
Device 03,2024-02-06 10:00:25,7.3,621,5749,23,1
Device 03,2024-02-06 10:16:33,7.3,605,5751,23,1
Device 03,2024-02-06 10:26:30,7.3,596,5751,23,1
Device 03,2024-02-06 10:35:42,7.4,589,5748,23,1
Device 03,2024-02-06 10:56:30,7.4,576,5756,23,1
Device 03,2024-02-06 11:01:52,7.4,573,5752,23,1
Device 03,2024-02-06 11:26:30,7.4,565,5760,23,1
Device 03,2024-02-06 11:56:30,7.4,562,5757,23,1
Device 03,2024-02-06 12:32:17,7.3,559,5753,23,1
